,Endothelial1,Endothelial2,Fibroblast,Lymphocyte,Macrophage,Microvasculature,Smooth Muscle,Uncharacterized
ENSG00000163463,0.8465177,0.9903729,0.8922005,0.7931528,0.69417375,0.7090299,0.8666642,1.071184
ENSG00000160752,0.91089493,0.90178037,0.43380904,0.0,0.36371496,0.53431386,0.40108037,0.49677813
ENSG00000116539,0.6302511,0.7952826,0.65404093,0.0,0.3984651,0.59531575,0.57568413,0.6932972
ENSG00000132676,0.0,0.0,0.0,0.0,0.38875192,0.0,0.0,0.0
ENSG00000116580,0.0,0.24023159,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132718,0.0,0.29023808,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143622,0.0,0.0,0.0,0.0,0.37525547,0.0,0.0,0.0
ENSG00000116584,0.0,0.452797,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163479,0.91823786,0.9379451,1.2389486,1.2210996,0.9900274,0.9300458,0.9977265,1.1265042
ENSG00000116586,0.5756416,0.4969797,0.5327474,0.0,0.9849888,0.5924647,0.474701,0.49176693
ENSG00000160789,1.6729184,1.3554553,1.4197322,0.20871532,0.7995051,1.8201334,1.641468,1.7027464
ENSG00000163468,0.791404,0.6161129,0.5991737,0.17514364,0.6930847,0.87607014,0.7721504,0.7490319
ENSG00000116604,0.0,0.0,0.0,0.0,0.0,0.45414683,0.0,0.0
ENSG00000163382,0.0,0.31618604,0.16766399,0.0,0.0,0.57924944,0.34788442,0.269369
ENSG00000132688,0.6954688,1.2354647,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143314,0.0,0.0,0.0,0.0,0.0,0.4244601,0.0,0.0
ENSG00000143321,0.34062257,0.32424083,0.43432572,0.0,0.41315174,0.29119956,0.3813597,0.0
ENSG00000163563,0.0,0.0,0.0,0.0,1.3269954,0.0,0.0,0.0
ENSG00000163565,1.5757141,0.91446465,1.2707586,0.8961788,1.3693802,0.6973361,0.56818044,0.9918645
ENSG00000213088,2.5348163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158716,1.1915288,0.53541976,0.0,0.0,0.4537691,0.0,0.0,0.0
ENSG00000158714,0.0,0.0,0.0,0.0,0.2983145,0.0,0.0,0.0
ENSG00000158710,1.7255101,1.7438302,1.433583,1.0442268,1.3770196,1.0864617,1.0459685,1.2708508
ENSG00000162734,0.70898247,0.82428324,0.44676915,0.0,0.5796552,0.38843882,0.56667566,0.48977652
ENSG00000122218,0.0,0.3801564,0.44906425,0.0,0.4293073,0.0,0.2907778,0.38144797
ENSG00000066294,0.0,0.0,0.0,0.0,0.89698386,0.0,0.0,0.0
ENSG00000117091,0.0,0.0,0.0,0.89854646,0.0,0.0,0.0,0.0
ENSG00000179914,0.0,2.3940232,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000215845,0.0,0.0,0.0,0.0,0.0,0.0,0.8229381,0.0
ENSG00000186517,0.0,0.0,0.0,0.0,0.56337273,0.0,0.0,0.0
ENSG00000143256,0.6921072,0.7676056,0.605644,0.14275178,0.7069785,0.7080486,0.71796405,0.64126235
ENSG00000143222,0.83481073,0.8359561,0.66619384,0.6214493,0.76252127,0.6708318,0.81375307,0.67259985
ENSG00000158864,0.46842733,0.0,0.5028225,0.0,0.6098719,0.8433555,0.47562337,0.48337796
ENSG00000158869,0.0,0.0,0.0,0.0,2.923544,0.0,0.0,0.0
ENSG00000143252,0.3313471,0.32093444,0.3540821,0.0,0.5159986,0.6250999,0.5137898,0.47772834
ENSG00000143226,0.0,0.0,0.0,0.0,2.111878,0.0,0.0,0.0
ENSG00000173110,0.0,0.0,0.0,0.0,0.42521587,0.0,0.0,0.0
ENSG00000203747,0.0,0.0,0.0,0.0,1.9837866,0.0,0.0,0.0
ENSG00000072694,0.0,0.0,0.0,0.0,0.35817727,0.0,0.0,0.0
ENSG00000118217,0.0,0.0,0.0,0.0,0.4211398,0.0,0.0,0.0
ENSG00000162745,0.0,0.0,0.0,0.0,0.24198139,0.0,0.0,0.0
ENSG00000152332,0.0,0.0,0.0,0.0,0.36057174,0.0,0.0,0.0
ENSG00000117143,0.0,0.0,0.71616644,0.0,0.0,0.0,0.0,0.0
ENSG00000162733,0.0,0.0,1.0733016,0.0,0.0,0.30660367,0.4516842,0.5358899
ENSG00000185630,0.0,0.0,0.59251887,0.0,0.0,0.37380072,0.3723095,0.0
ENSG00000143198,1.409313,1.3823324,1.4498894,0.7379694,1.2939343,2.4043927,2.0361886,1.3061507
ENSG00000143149,0.0,0.0,0.32094538,0.0,0.0,0.2983458,0.0,0.52292496
ENSG00000143183,0.69338506,0.83835757,0.84638464,0.43830395,0.65188754,0.6946757,0.72670865,0.77158695
ENSG00000143162,0.0,0.5836918,0.820421,0.0,1.1472247,0.0,0.5561055,0.0
ENSG00000198771,0.0,0.0,0.0,0.0,0.48255748,0.0,0.0,0.0
ENSG00000197965,0.0,0.0,0.81181085,0.0,0.0,0.0,0.0,0.48416546
ENSG00000143158,0.35098553,0.5154412,0.5373131,0.0,0.60181326,0.60969955,0.6771348,0.4843807
ENSG00000143155,0.0,0.29200485,0.2778343,0.0,0.15253866,0.0,0.3121214,0.0
ENSG00000213064,0.0,0.51127934,0.27013037,0.0,0.4030798,0.0,0.0,0.0
ENSG00000143196,0.0,0.0,0.841149,0.0,0.0,0.0,0.0,0.0
ENSG00000143153,0.0,0.0,0.0,0.0,0.3787437,0.0,0.3622369,0.0
ENSG00000198734,0.0,0.70562667,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174175,0.0,1.9442834,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075945,0.0,0.0,0.42798734,0.0,0.0,0.0,0.0,0.25987065
ENSG00000116132,0.0,0.0,1.3294884,0.0,0.0,0.41143712,0.45430374,0.63672864
ENSG00000094963,0.0,0.0,1.0392411,0.0,0.0,0.0,0.0,0.8928866
ENSG00000117523,1.2284114,1.4132899,1.0051216,1.1883159,1.1306778,0.8809307,0.91857684,0.89673656
ENSG00000117592,0.98564637,0.9379451,1.4721655,1.0730855,0.76368237,1.1489842,1.2886198,1.7076588
ENSG00000116161,0.35928923,0.0,0.44851118,0.1453143,0.6328467,0.36501712,0.5052746,0.45447168
ENSG00000235750,0.0,0.0,0.0,0.0,0.0,0.44461852,0.0,0.0
ENSG00000075391,0.44791895,0.0,0.0,0.0,0.0,0.5012538,0.33149624,0.0
ENSG00000116194,0.0,0.0,0.51343924,0.0,0.0,0.79759,0.0,0.0
ENSG00000057252,0.0,0.0,0.0,0.0,0.41855517,0.0,0.0,0.0
ENSG00000169905,0.0,0.32093444,0.36969787,0.0,0.0,0.0,0.0,0.61595625
ENSG00000143337,0.0,0.0,0.38764548,0.0,0.0,0.0,0.186275,0.0
ENSG00000135837,0.41131634,0.33877373,0.3933838,0.0,0.576426,0.43697697,0.0,0.0
ENSG00000116260,0.0,0.0,0.89915055,0.0,0.0,0.0,0.4479771,0.0
ENSG00000162783,0.18464531,0.0,0.0,0.0,0.5780359,0.0,0.0,0.0
ENSG00000135821,0.8479175,0.0,1.4591563,1.065104,1.6318104,0.96279126,0.6231385,2.2142577
ENSG00000143333,0.0,0.0,0.0,0.0,0.0,0.34617537,0.0,0.0
ENSG00000135838,0.0,0.0,0.0,0.0,0.52300936,0.0,0.0,0.0
ENSG00000135829,0.0,0.0,0.0,0.0,0.2491754,0.0,0.0,0.0
ENSG00000135862,0.0,0.0,0.73124886,0.0,0.0,0.5960833,0.3750276,0.5963395
ENSG00000116701,0.0,0.0,0.0,0.0,0.8768375,0.0,0.0,0.0
ENSG00000162704,1.0721521,1.3039566,1.114006,1.1287677,1.9066918,1.4956541,1.2272168,1.5258528
ENSG00000116667,0.17559648,0.0,0.5457182,0.0,0.0,0.0,0.0,0.63672864
ENSG00000135842,0.0,0.0,0.0,0.0,0.637488,1.0337763,1.2631191,0.0
ENSG00000116679,0.0,0.0,0.0,0.0,0.5450936,0.0,0.0,0.0
ENSG00000143341,0.0,1.4168293,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000047410,0.9727763,1.3035005,0.84955186,0.5882515,0.65343213,0.8012873,0.7837148,0.87382704
ENSG00000116711,0.0,0.32424083,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090104,0.0,0.0,0.0,0.0,1.0024796,0.0,0.0,0.0
ENSG00000116741,0.0,0.0,0.0,0.0,0.9607358,0.0,0.0,0.0
ENSG00000116747,0.56234,0.78224736,0.50136805,0.0,0.29114866,0.52376556,0.5392943,0.5708125
ENSG00000134371,0.0,0.32424083,0.0,0.0,0.0,0.29997382,0.37413335,0.0
ENSG00000162687,0.0,0.4233353,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000000971,0.91655356,1.7925099,3.2629015,0.0,0.0,0.0,1.3673936,2.285544
ENSG00000151414,0.0,0.24748819,0.0,0.0,0.0,0.0,0.41678512,0.0
ENSG00000081237,0.0,0.0,0.0,1.2708405,1.637678,0.0,0.0,0.0
ENSG00000116857,0.0,0.0,0.40398735,0.0,0.0,0.0,0.26451653,0.2829775
ENSG00000174307,0.0,0.0,0.6003229,0.0,0.0,0.49242175,0.41391498,1.0537754
ENSG00000159176,0.7606194,1.3035005,0.74720514,0.0,0.58435845,2.2731936,2.7045588,1.8287821
ENSG00000134369,0.0,0.6040598,0.48304468,0.0,0.0,0.0,0.0,0.0
ENSG00000198892,0.0,0.0,0.0,0.0,0.0,0.0,0.3879424,0.0
ENSG00000163431,0.0,0.0,0.0,0.0,0.0,1.6041381,1.8450879,0.0
ENSG00000176393,0.0,0.0,0.0,0.0,0.42727813,0.0,0.0,0.0
ENSG00000143862,0.0,0.0,0.0,0.0,0.49661452,0.0,0.0,0.0
ENSG00000077157,0.0,0.0,0.0,0.0,0.0,0.9205114,1.1931605,0.0
ENSG00000159346,0.0,0.0,0.0,0.0,0.5798107,0.0,0.0,0.0
ENSG00000159348,0.0,0.2908757,0.0,0.0,0.0,0.0,0.3629141,0.0
ENSG00000159388,0.75256115,1.3626196,0.74806345,0.89807093,0.74470866,0.604079,0.0,0.64126235
ENSG00000122176,0.0,0.45403087,0.8238522,0.0,0.0,0.0,1.158751,0.0
ENSG00000188783,0.0,0.0,2.283619,0.0,0.0,0.47782147,1.8074225,1.613519
ENSG00000058668,0.39386165,0.3974298,0.0,0.0,0.0,0.57108057,0.4571883,0.0
ENSG00000182004,0.8492074,0.74184567,0.6950358,0.19550113,0.6278163,0.7950161,0.6616329,0.779937
ENSG00000158615,0.0,0.0,0.0,0.0,0.33828205,0.0,0.0,0.0
ENSG00000133056,0.0,0.62236744,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198625,0.31940362,0.6170153,0.22118653,0.0,0.35229218,0.0,0.0,0.0
ENSG00000163531,0.0,0.0,0.0,0.0,0.0,0.38979602,0.0,0.0
ENSG00000158711,0.4708568,0.6410497,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069275,1.4152536,1.8794894,1.7136962,1.1783352,1.1277387,1.5916824,1.6150401,1.8986175
ENSG00000266028,0.0,0.0,0.0,0.0,0.2723824,0.0,0.0,0.0
ENSG00000162889,0.0,0.0,0.0,0.0,0.2924909,0.0,0.0,0.0
ENSG00000196352,0.61405355,0.50740916,0.458479,0.0,0.63774014,0.0,0.0,0.0
ENSG00000117335,0.81366575,1.230137,0.5873071,0.4329925,0.6756674,0.68927026,0.7566805,0.60481304
ENSG00000174059,1.0954722,1.7487707,0.5379865,0.0,0.0,0.0,0.0,0.0
ENSG00000076356,0.0,1.0162214,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000203706,0.0,0.0,0.0,0.0,0.0,0.0,0.5000751,0.0
ENSG00000082512,0.0,0.0,0.0,0.0,0.0,0.27808636,0.0,0.0
ENSG00000123684,0.0,0.38699228,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000066027,0.36740017,0.0,0.0,0.0,0.0,0.46581578,0.0,0.0
ENSG00000117691,0.5675183,0.4647027,1.0938683,0.33345836,0.59611845,1.0164092,1.1717472,1.0908726
ENSG00000162772,0.0,0.0,0.0,0.0,0.86585236,0.84076124,0.0,0.0
ENSG00000117697,0.0,0.25910547,0.0,0.0,0.48133796,0.0,0.0,0.0
ENSG00000152104,0.26274717,0.75293237,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136628,0.5070685,0.64453465,0.50025517,0.0,0.43862256,0.39777064,0.4048411,0.5441052
ENSG00000067704,0.0,0.38325334,0.34700078,0.0,0.0,0.26389515,0.18935066,0.0
ENSG00000162817,0.32611167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154305,0.37607023,0.628632,0.5434335,0.0,0.2744516,0.30615923,0.434273,0.0
ENSG00000186063,0.52017224,0.52270126,0.5123435,0.0,0.34154257,0.36736992,0.41722643,0.5366263
ENSG00000162819,0.0,0.0,0.0,0.0,0.44599932,0.0,0.0,0.0
ENSG00000162909,0.666864,0.16184847,0.6077565,0.0,0.41993734,0.6263132,0.7292045,0.5891767
ENSG00000143753,0.0,0.64453465,0.40370625,0.0,0.75889367,0.6874218,0.6498909,0.4538422
ENSG00000143771,0.49565983,0.5048187,0.638857,0.0,0.359753,0.58613276,0.5409832,0.5441052
ENSG00000162923,0.0,0.0,0.0,0.0,0.38900447,0.0,0.0,0.0
ENSG00000143815,0.27210426,0.20198841,0.0,0.0,0.49100325,0.0,0.0,0.0
ENSG00000154380,0.3493601,0.0,0.3746012,0.0,0.0,0.74454975,0.77075917,0.0
ENSG00000143742,0.9570155,0.9602771,0.7908102,0.72862005,0.7582147,0.9804128,1.0746918,1.0294523
ENSG00000143819,0.89512825,0.50740916,1.0217369,0.0,0.0,0.8561767,0.0,1.0874058
ENSG00000163041,2.4035864,2.307694,2.0446734,2.1532292,2.5951433,2.3682306,2.168097,2.1785989
ENSG00000182827,0.43099314,0.6053603,0.46887398,0.0,0.25976902,0.0,0.3685822,0.5441052
ENSG00000143799,0.4527827,0.45487127,0.0,0.0,0.5162778,0.0,0.0,0.0
ENSG00000143776,0.48027757,0.6895665,0.39238238,0.0,0.0,0.0,0.341708,0.0
ENSG00000143761,1.2055619,1.3338528,1.2176127,1.1311042,1.2661288,1.3272507,1.3565321,1.245049
ENSG00000162910,0.0,0.0,0.3292002,0.0,0.0,0.41493422,0.4028737,0.36131662
ENSG00000143774,1.9701992,1.5760521,1.3149247,1.1722214,1.106327,1.619774,1.729101,1.4014461
ENSG00000168159,0.0,0.0,0.4485027,0.0,0.38225973,0.0,0.38276625,0.41222757
ENSG00000168118,0.0,0.0,0.32884791,0.0,0.3330955,0.0,0.48565215,0.44153532
ENSG00000143641,0.0,0.26197255,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135744,0.0,0.0,0.0,0.0,0.0,0.69138956,0.0,0.0
ENSG00000119280,0.0,0.0,0.0,0.0,0.0,0.0,0.3796792,0.0
ENSG00000135766,0.28567958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116918,0.0,0.0,0.0,0.0,0.3061126,0.0,0.0,0.0
ENSG00000168275,0.0,0.0,0.0,0.0,0.33719385,0.0,0.0,0.0
ENSG00000168264,0.574673,0.77719617,0.49208796,0.0,0.7616528,0.43224245,0.44866475,0.5358899
ENSG00000173726,1.1432819,1.211823,1.0633318,1.0870819,1.0179679,1.1143003,1.2893372,1.0592343
ENSG00000054267,0.71797776,0.80163413,0.57994896,0.4044274,0.49823105,0.56746006,0.55010426,0.64087963
ENSG00000143669,0.69481385,1.0461082,0.0,0.0,0.22565666,0.0,0.0,0.0
ENSG00000116962,0.0,0.0,0.848557,0.0,0.0,0.0,0.0,0.77158695
ENSG00000077585,0.0,0.0,0.0,0.0,0.2594334,0.0,0.0,0.0
ENSG00000091483,0.0,0.0,0.0,0.0,0.0,0.3522985,0.0,0.0
ENSG00000143702,0.0,0.0,0.30302012,0.0,0.7294095,0.0,0.0,0.0
ENSG00000054282,0.0,0.0,0.0,0.0,0.5338392,0.0,0.0,0.0
ENSG00000117020,0.5126724,0.48471588,0.3616403,0.0,0.0,0.0,0.38706833,0.0
ENSG00000035687,0.0,0.32424083,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121644,0.0,0.0,0.47888327,0.0,0.0,0.0,0.42240363,0.0
ENSG00000203667,0.52414495,0.4969797,0.56741875,0.0,0.6351743,0.9218921,1.0117488,0.6074265
ENSG00000153187,1.1464734,1.2287391,0.9809681,1.2093728,1.3081267,1.0733542,0.952548,1.028297
ENSG00000143653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47633687
ENSG00000143727,0.32922947,0.2908757,0.45650914,0.0,0.4257722,0.44226974,0.48805746,0.40554845
ENSG00000151353,0.27432472,0.0,0.0,0.0,0.0,0.42807728,0.2796675,0.0
ENSG00000182551,0.4364457,0.8416241,1.2431738,0.0,0.5150138,1.0615096,1.6253517,1.1556506
ENSG00000171863,3.3761435,2.8704824,2.6538618,3.2994695,2.8802295,3.086083,2.8459353,2.738341
ENSG00000115738,1.2436129,1.5183394,0.74841523,1.2672386,1.5607316,1.067277,0.3648623,0.0
ENSG00000134313,0.0,0.48471588,0.49781314,0.0,0.37172753,0.34511602,0.2689037,0.46123344
ENSG00000151693,0.0,0.6364492,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119185,0.5406685,0.31498098,0.7317941,0.0,0.3661862,0.75352705,0.6749411,0.5963395
ENSG00000134330,0.0,0.0,0.5249612,0.0,0.49185407,0.6093733,0.6468545,0.6655381
ENSG00000151694,0.0,0.0,0.0,0.0,0.46933335,0.0,0.0,0.0
ENSG00000134308,0.76759017,0.6935975,0.90696585,0.84231794,0.7323824,1.3407918,1.2182692,0.99430764
ENSG00000115756,0.49129856,0.0,0.0,0.0,0.44216055,0.0,0.0,0.0
ENSG00000115758,0.0,0.0,0.0,0.0,0.0,0.4860975,0.585247,0.0
ENSG00000143870,0.9333958,0.9544624,1.0456195,0.9434329,1.0937692,0.8314283,0.9815792,0.8401246
ENSG00000162976,0.0,0.0,0.29496324,0.0,0.33632946,0.0,0.0,0.0
ENSG00000134318,0.7037467,0.8359561,0.6541629,0.0,0.22684747,1.0508599,0.88718426,0.6909544
ENSG00000079785,0.28810352,0.4890435,0.4421008,0.0,0.19426802,0.5402358,0.50530934,0.43073446
ENSG00000240857,0.0,0.0,0.29335964,0.0,0.0,0.0,0.24559835,0.269369
ENSG00000068697,1.3155918,1.6032586,1.8860447,0.98961747,1.2361617,1.6202862,1.6881373,2.0992215
ENSG00000055917,0.0,0.31498098,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143878,0.9948194,2.2063172,0.9786211,0.0,0.88362205,1.7786106,1.0221148,0.723523
ENSG00000143869,0.0,0.31618604,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115128,0.9638349,0.8696457,0.91389745,0.7970763,0.7582298,1.0416965,0.98833877,0.8696457
ENSG00000115129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48337796
ENSG00000198399,0.0,0.7676056,0.0,0.0,0.63263977,0.0,0.0,0.0
ENSG00000084676,0.0,0.0,0.2597472,0.0,0.0,0.0,0.0,0.0
ENSG00000184924,0.0,0.0,0.0,0.0,0.1741268,0.0,0.0,0.0
ENSG00000138031,0.0,0.0,0.0,0.0,0.0,0.5670552,0.0,0.0
ENSG00000084733,0.56730855,0.5945867,0.5366118,0.0,0.7501603,0.54233605,0.4418923,0.5553213
ENSG00000084754,0.9249332,0.8899164,0.7621708,0.7706267,0.9695135,0.89791,0.7408679,0.83791083
ENSG00000138029,0.56802714,0.38699228,0.4557572,0.0,0.6228078,0.75233877,0.51383024,0.48337796
ENSG00000228474,1.596685,1.6687244,1.6853545,1.5341215,1.4570854,1.8284009,1.9995364,1.5904322
ENSG00000138080,0.0,0.0,0.6635225,0.0,0.0,0.43176383,0.774171,0.0
ENSG00000138085,0.80116004,0.8465367,1.2116091,0.6184102,0.6881204,0.8624629,0.9927413,1.0089674
ENSG00000115234,0.21034288,0.26796025,0.526134,0.0,0.64217854,0.60402226,0.57952845,0.5358899
ENSG00000115241,0.64256287,0.51593053,0.44005436,0.0,0.57796717,0.60843647,0.4938984,0.49943757
ENSG00000115216,0.20972463,0.0,0.43456545,0.0,0.33050707,0.30705482,0.40751725,0.0
ENSG00000243147,1.0966384,1.1791606,0.7859349,0.46633482,0.67111206,1.1202214,1.2067795,0.93965155
ENSG00000213639,0.711951,1.2698066,1.1568673,0.6546987,1.0125251,1.6656307,2.0471747,0.80899066
ENSG00000119801,0.0,0.5274403,0.36064488,0.0,0.44623202,0.57880986,0.6677053,0.0
ENSG00000213626,0.0,0.0,0.0,0.0,0.0,1.5138164,0.76513904,0.0
ENSG00000162961,0.0,0.0,0.40770274,0.0,0.41315174,0.4410423,0.46417564,0.0
ENSG00000119820,0.1761814,0.3011146,0.41960654,0.0,0.32441062,0.36803553,0.41041803,0.0
ENSG00000115760,0.2685525,0.46618056,0.0,0.0,0.3385599,0.0,0.0,0.0
ENSG00000049323,0.0,0.0,0.793095,0.0,0.0,0.42729574,1.8730772,0.52376556
ENSG00000260025,0.0,0.3011146,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000150938,0.85423374,2.2667532,0.0,0.0,0.0,0.9048286,1.3907735,0.25987065
ENSG00000171055,0.6453851,0.9379451,0.0,0.0,0.57777834,0.32860786,0.0,0.56170774
ENSG00000205221,0.0,0.0,0.55768895,0.0,0.0,0.0,0.0,1.2913864
ENSG00000055332,0.5272696,0.53541976,0.46352398,0.0,0.20453846,0.32151234,0.4136371,0.4843807
ENSG00000115816,0.47291714,0.54045886,0.46449393,0.0,0.0,0.26843065,0.3305421,0.44153532
ENSG00000163171,0.6789559,0.51813084,0.0,0.0,0.0,0.0,0.38943413,0.0
ENSG00000138061,0.0,0.936104,0.3992083,0.0,0.0,0.0,0.0,1.6802341
ENSG00000115875,1.2552164,1.1654176,1.0046458,1.4530215,1.0892344,1.1222138,0.85207546,1.1355306
ENSG00000183023,0.0,0.0,0.0,0.0,0.42501867,0.0,0.0,0.0
ENSG00000162878,0.0,0.0,0.45816886,0.0,0.0,0.0,0.0,0.6074265
ENSG00000143924,0.0,0.0,0.0,0.0,0.33844385,0.0,0.0,0.0
ENSG00000115944,0.8688157,0.8359561,0.7377081,0.6134215,0.7019495,0.94346756,1.0181375,1.0089674
ENSG00000152518,1.8037454,1.2561064,1.6647503,2.167881,1.5768702,0.5940956,0.8515874,1.3684871
ENSG00000138095,0.0,0.21081725,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138078,0.0,0.0,0.0,0.0,0.0,0.0,0.30980146,0.0
ENSG00000116016,1.9875588,1.9351872,0.6849736,0.0,0.0,1.3561195,0.97285295,0.0
ENSG00000119729,0.0,0.0,0.7839411,0.0,0.69911265,0.7914034,0.49790168,0.60481304
ENSG00000119878,0.0,0.0,0.0,0.0,0.0,0.34416586,0.0,0.0
ENSG00000180398,0.54461133,0.77694225,0.6902721,0.0,0.0,0.32084495,0.50029224,0.48136154
ENSG00000143933,1.4910926,1.6614496,1.6021974,1.608428,1.9843426,2.6071367,2.5751092,2.1578681
ENSG00000170802,0.0,0.0,0.0,0.0,0.24248773,0.0,0.0,0.0
ENSG00000068912,0.2208319,0.5839723,0.76999545,0.0,0.29996806,0.5058898,0.73141646,0.6774265
ENSG00000115306,1.4722949,1.542351,1.4605775,0.0,0.0,0.6381506,0.94040257,1.7593539
ENSG00000115310,1.0722258,0.91689116,1.5950155,0.782088,1.5413045,1.2512176,1.3317289,1.2370939
ENSG00000143947,3.8096466,3.4825842,3.2721603,3.9851131,3.2695858,3.3960705,3.4868279,3.4025548
ENSG00000115355,0.34378064,0.44571635,0.0,0.0,1.1045586,0.0,0.0,0.0
ENSG00000163001,0.59135103,0.67543036,0.49683484,0.0,0.0,0.5101734,0.54622746,0.5358899
ENSG00000115380,0.0,1.5665672,2.0198383,0.0,0.0,0.0,1.4347632,0.0
ENSG00000162924,0.0,0.0,0.0,0.0,0.9372204,0.0,0.0,0.0
ENSG00000115464,0.52218485,0.68421835,0.45215172,0.0,0.36135632,0.0,0.33131343,0.2829775
ENSG00000082898,0.3066428,0.5177331,0.0,0.0,0.46992862,0.0,0.0,0.0
ENSG00000115484,0.74922085,0.55211323,0.5801108,0.0,0.64381194,0.7237424,0.6868694,0.5532097
ENSG00000173163,0.0,0.0,0.292181,0.0,0.30953556,0.41241762,0.4478068,0.3798203
ENSG00000014641,0.0,0.0,0.5931159,0.38401753,0.70557475,0.92858565,0.77586496,0.7565153
ENSG00000169764,0.4929301,0.46999612,0.791958,0.14405291,0.63227797,0.90316737,1.0296693,0.6458057
ENSG00000197329,0.0,0.0,0.0,0.0,0.403327,0.0,0.0,0.0
ENSG00000119862,0.0,0.0,0.0,0.0,0.0,0.5231632,0.0,0.0
ENSG00000011523,0.5167625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138069,0.538239,0.5945867,0.6271249,0.0,0.5829133,0.64020044,0.6590671,0.4843807
ENSG00000138071,0.8963009,0.81427807,0.59849644,0.8226202,1.5783992,0.7638967,0.88930386,0.68131095
ENSG00000197223,0.0,0.24748819,0.33235264,0.0,0.4772404,0.53655267,0.49464637,0.25987065
ENSG00000115956,0.0,0.0,0.0,0.0,1.2937183,0.0,0.0,0.0
ENSG00000169604,0.0,0.0,0.6031587,0.0,0.0,0.37710255,1.0717099,0.0
ENSG00000198380,0.0,0.0,0.25770217,0.0,0.0,0.28017694,0.34005365,0.0
ENSG00000169599,0.0,0.0,0.0,0.0,0.0,0.47305366,0.38706833,0.0
ENSG00000115977,0.61499846,1.4516399,0.33936024,0.0,0.6225376,0.44440746,0.30995148,0.0
ENSG00000196975,0.4749825,0.0,0.832436,0.0,0.55748373,0.41063112,0.87705266,0.5032876
ENSG00000124380,0.0,0.0,0.27864844,0.0,0.0,0.30623472,0.31369582,0.0
ENSG00000169564,1.1351006,0.9222418,0.8857794,1.0035753,1.2706172,1.0975249,1.0794636,1.1056616
ENSG00000116001,0.0,0.29200485,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116005,0.0,0.37519127,0.51368195,0.0,0.0,0.4568278,0.56730306,0.47772834
ENSG00000143977,0.9043469,0.85715115,0.86380327,0.6881906,0.8658124,0.8861214,0.8294203,0.8928866
ENSG00000124357,0.0,0.0,0.0,0.0,0.86978686,0.0,0.32033587,0.0
ENSG00000124383,0.34668875,0.50740916,0.45672095,0.0,0.0,0.0,0.23544496,0.44509113
ENSG00000075292,0.5411935,0.7371818,0.5010729,0.0,0.37115517,0.4745174,0.41429767,0.42409465
ENSG00000135624,0.6213293,0.48780248,0.6687478,0.30959415,0.5642214,0.8994384,0.8042503,0.7742234
ENSG00000144034,0.37614346,0.0,0.0,0.0,0.37982762,0.3609155,0.0,0.0
ENSG00000163017,0.0,0.0,0.0,0.0,0.0,0.3883745,0.8354382,0.0
ENSG00000114956,0.32019335,0.29200485,0.54242647,0.0,0.45446116,0.5168166,0.5860499,0.5358899
ENSG00000163170,0.0,0.0,0.0,0.0,0.0,0.46786946,0.24780257,0.0
ENSG00000114978,0.5836042,0.5836918,0.47692156,0.0,0.9883387,0.47387767,0.47034514,0.0
ENSG00000065911,0.0,0.0,0.0,0.0,0.3843943,1.2442131,0.56971097,0.0
ENSG00000115307,0.26771897,0.0,0.38767594,0.0,0.57064533,0.0,0.0,0.0
ENSG00000115350,0.7719313,0.41544127,0.4772871,0.0,0.4490746,0.5773159,0.44347614,0.0
ENSG00000115364,0.0,0.26235965,0.29977316,0.0,0.0,0.39409795,0.3233319,0.41222757
ENSG00000163541,0.36154777,0.0,0.5446384,0.0,0.46888518,0.645849,0.49497113,0.60481304
